time,seconds_elapsed,z,y,x
1758278284007628800,40.36962890625,2.352554621646553,7.796837533286213,5.463074267479777
1758278284017713700,40.37971362304688,2.286911790521443,7.901326666286587,5.339423922413587
1758278284027798800,40.389798828125,2.2331639798514544,8.019115425843,5.184318116375803
1758278284037883600,40.39988354492188,2.1932826358400286,8.144365607321262,5.002920515739917
1758278284047968800,40.40996875,2.1653994803972543,8.269766595447063,4.805456454183161
1758278284058053600,40.4200537109375,2.143815717359632,8.38913064149618,4.604015305688977
1758278284068138800,40.430138671875,2.1227352276690303,8.49969061884284,4.406773654711246
1758278284078223600,40.4402236328125,2.09859359684214,8.602250245085358,4.215163579879701
1758278284088308700,40.450308837890624,2.0688572147481143,8.699102599596976,4.0268884946897625
1758278284098393900,40.46039379882812,2.0309319732405244,8.792950511595606,3.837933902803063
1758278284108478700,40.470478759765626,1.9836301238395275,8.885673803478479,3.6442262711703775
1758278284118563800,40.48056372070312,1.9265766957528887,8.9784169691056,3.441909801146388
1758278284128648700,40.49064868164062,1.860383975660056,9.07122150953114,3.2283561900541184
1758278284138733800,40.50073388671875,1.7869827854931353,9.163133485031128,3.0023426181003448
1758278284148818700,40.51081860351562,1.7086862245000898,9.252527924752236,2.7643276427075265
1758278284158903800,40.52090380859375,1.6282942986629902,9.33721053352058,2.517053256060183
1758278284168988700,40.53098876953125,1.5483105152353644,9.415018580344318,2.2650762446798383
1758278284179073800,40.54107373046875,1.4707340852104127,9.48433878480792,2.0136114206053315
1758278284189159000,40.55115893554687,1.397479756168276,9.544251109457017,1.7676864027403294
1758278284199243800,40.56124389648438,1.332240829668939,9.594497195616364,1.5300754781037569
1758278284209328600,40.57132861328125,1.2791751560442148,9.635450552773476,1.300838267928362
1758278284219413800,40.58141381835937,1.2408746514834463,9.667885672432185,1.0782370617013424
1758278284229498600,40.59149853515625,1.2170208246219902,9.692831313118338,0.8592107182864099
1758278284239583700,40.601583740234375,1.205151011673361,9.711281746566296,0.6395285413112491
1758278284249668600,40.61166870117187,1.2014271688446403,9.723930215737225,0.414916981642507
1758278284259753700,40.62175366210938,1.2031857029497623,9.730880765527486,0.1807790120798163
1758278284269838600,40.63183862304688,1.2095666361585258,9.731555888310076,-0.0643887394107878
1758278284279923700,40.641923828125,1.2238155262634158,9.724808752137422,-0.3174262196294963
1758278284290008800,40.6520087890625,1.2500989914245904,9.709830378714203,-0.5716987946011126
1758278284300093700,40.66209375,1.2942736487157642,9.686218616980314,-0.8200015013828873
1758278284310178800,40.6721787109375,1.3641463724955916,9.65372036895752,-1.0560015567567198
1758278284320264700,40.6822646484375,1.4673777605198324,9.611823593470454,-1.2767286396749318
1758278284330348800,40.692348876953126,1.6079530830323696,9.559697100391984,-1.4822522351771592
1758278284340434700,40.7024345703125,1.784994388154894,9.49646176880002,-1.6737303541921078
1758278284350519600,40.71251953125,1.994071584485471,9.421929967167973,-1.849679187902808
1758278284360604700,40.72260473632812,2.2284340287201103,9.33706089591682,-2.00593504075855
1758278284370689500,40.732689453125,2.478341248089075,9.244864258256554,-2.1355802423253656
1758278284380774700,40.742774658203125,2.7326059320151805,9.149685974436998,-2.233047075473517
1758278284390859500,40.75285961914062,2.9827216795682907,9.054768387380244,-2.2988978502608832
1758278284400944600,40.76294458007813,3.2220097436368462,8.962325081482529,-2.3378978813931344
1758278284411029500,40.77302954101562,3.4430928734511137,8.874546844786405,-2.35752554192692
1758278284421114600,40.78311450195312,3.639026656700671,8.79355782983899,-2.366687922547757
1758278284431199700,40.79319970703125,3.805364635370672,8.721004634803533,-2.373535888746381
1758278284441284600,40.80328466796875,3.938284620824456,8.659519361749291,-2.3818122803129254
1758278284451369700,40.81336962890625,4.035056895837188,8.613145733109116,-2.3879753329873084
1758278284461454600,40.82345458984375,4.095849802713096,8.584888191395997,-2.386231704190373
1758278284471539700,40.83353979492188,4.12463692125827,8.574697052249311,-2.373252541760355
1758278284481624600,40.84362451171875,4.128627452199161,8.579186180362106,-2.3499765878520904
1758278284491709700,40.85370971679688,4.115017444519698,8.593924899810553,-2.3198026911236345
1758278284501794600,40.863794677734376,4.088314146511256,8.615345873501896,-2.2873338153257965
1758278284511879700,40.87387963867187,4.050023578822612,8.641771523612737,-2.2555469304427502
1758278284521964800,40.88396484375,4.001051750382781,8.672766965857148,-2.2237563922978936
1758278284532049700,40.89404956054688,3.940201268100738,8.70957664733827,-2.188261592807621
1758278284542134800,40.904134765625,3.866868613125384,8.753098978200555,-2.144988414400816
1758278284552219600,40.9142197265625,3.7808506641000506,8.803400593939424,-2.091819572662562
1758278284562304800,40.9243046875,3.6827567850947376,8.859716355401277,-2.028083013550192
1758278284572389600,40.9343896484375,3.571708439709246,8.921488628703356,-1.9545674032233653
1758278284582474800,40.94447485351562,3.446818615975976,8.987807897785306,-1.873266838108748
1758278284592559600,40.9545595703125,3.3070895350292324,9.05753142235279,-1.7873640398956834
1758278284602644700,40.964644775390624,3.151689422219992,9.12961466178894,-1.6992305600211024
1758278284612729900,40.97472973632812,2.9801243565514683,9.203118873938918,-1.609925990540534
1758278284622814700,40.98481469726563,2.792449575342238,9.277418035858869,-1.517277371329069
1758278284632899800,40.99489990234375,2.590851774981618,9.351610814794896,-1.4160713516525922
1758278284642984700,41.00498461914062,2.379086070219427,9.424423537549377,-1.3002245199441909
1758278284653069800,41.01506982421875,2.16279660442248,9.494003854253888,-1.1647270852178335
1758278284663154700,41.02515478515625,1.947421915382892,9.55841582840979,-1.0072863334264606
1758278284673239800,41.03523974609375,1.7389760026931762,9.6157656090945,-0.8266677543390542
1758278284683324700,41.04532470703125,1.5434567915938793,9.66427098906636,-0.6244788562174887
1758278284693409800,41.055409912109376,1.366739896120131,9.702497551608085,-0.4049011259974912
1758278284703495000,41.06549487304687,1.2136343239888547,9.72971990505457,-0.1732944102117791
1758278284713579800,41.07557983398438,1.087989151843637,9.74589011861086,0.0655034546204609
1758278284723664600,41.08566455078125,0.9926057008408008,9.751440153953432,0.3074997958336025
1758278284733749500,41.09574951171875,0.9284277546364812,9.747169052505493,0.5487195586171001
1758278284743834600,41.10583471679688,0.8958646246839315,9.733909173437953,0.7866499244663864
1758278284753919500,41.11591943359375,0.8937460250947624,9.712436761820316,1.0198915479775517
1758278284764004600,41.12600463867187,0.9215520967133344,9.683307697969674,1.2468681928098202
1758278284774089500,41.13608935546875,0.9786106393665076,9.646813073787092,1.4668636735178529
1758278284784174600,41.14617456054688,1.0620251278951764,9.603191958725452,1.6796435237586498
1758278284794259700,41.156259765625,1.1681477803815157,9.55257996186316,1.885215196186304
1758278284804344600,41.16634448242188,1.2937114847883582,9.494830368205903,2.08444363706708
1758278284814429700,41.1764296875,1.43542034137547,9.42943289014399,2.2794217270269987
1758278284824514600,41.1865146484375,1.588889047730714,9.355526526933907,2.47385562710762
1758278284834599700,41.196599609375,1.749668807751685,9.272011208379269,2.671861248195172
