version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 16 Pro,1757768722665,2025-09-13_13-05-22,Europe/Amsterdam,ios,1.46,541b40b3-10b5-4f55-95f9-980215d6def1,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true
