version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 13 Pro Max,1757942182680,2025-09-15_13-16-22,Europe/Amsterdam,ios,1.46,ce91515c-f553-4e00-b7db-b6d562ed0669,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true
