version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 16 Pro Max,1759585017468,2025-10-04_13-36-57,Europe/Amsterdam,ios,1.46,459c8da5-79f9-4041-b24a-3cd5c24e134e,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true
